Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Object ID
nikB	b3477	3615241	3616185	nickel ABC transporter membrane subunit NikB	EG12076
bcsE	b3536	3696458	3698029	c-di-GMP-binding protein BcsE	EG12263
yjfL	b4184	4411979	4412377	DUF350 domain-containing inner membrane protein YjfL	G7849
sseA	b2521	2652494	2653339	3-mercaptopyruvate sulfurtransferase	EG11600
yehS	b2124	2211726	2212196	DUF1456 domain-containing protein YehS	EG12005
yciC	b1255	1312920	1313663	putative inner membrane protein	EG11123
cysZ	b2413	2531463	2532224	sulfate:H+ symporter	EG10003
yiiQ	b3920	4111615	4112214	DUF1454 domain-containing protein YiiQ	EG11874
glpE	b3425	3561497	3561823	thiosulfate sulfurtransferase GlpE	EG10395
yphD	b2546	2675827	2676825	putative ABC transporter membrane subunit YphD	G7340
yidR	b3689	3868062	3869309	DUF3748 domain-containing galacturonate catabolism protein YidR	EG11713
ssuD	b0935	994843	995988	FMNH<sub>2</sub>-dependent alkanesulfonate monooxygenase	G6477
tolR	b0738	775849	776277	Tol-Pal system protein TolR	EG11011
yjiH	b4330	4559997	4560680	uncharacterized protein YjiH	G7927
cysP	b2425	2542512	2543528	thiosulfate/sulfate ABC transporter periplasmic binding protein CysP	EG10195
bamC	b2477	2597831	2598865	outer membrane protein assembly factor BamC	EG10658
ycgB	b1188	1235709	1237241	PF04293 family protein YcgB	EG11516
csdE	b2811	2944542	2944985	sulfur acceptor protein CsdE	G7455
ydcU	b1442	1513831	1514772	putative ABC transporter membrane subunit YdcU	G6753
dcrB	b3472	3609955	3610512	periplasmic bacteriophage sensitivity protein DcrB	G7767
tauA	b0365	385232	386194	taurine ABC transporter periplasmic binding protein	G6217
ybhR	b0792	825002	826108	ABC exporter membrane subunit YbhR	G6409
yiaB	b3563	3727407	3727748	PF05360 family inner membrane protein YiaB	EG11267
cysI	b2763	2888387	2890099	sulfite reductase, hemoprotein subunit	EG10190
fhuB	b0153	171462	173444	iron(III) hydroxamate ABC transporter membrane subunit	EG10303
yhcG	b3220	3367827	3368954	DUF1016 domain-containing protein YhcG	G7674
dsbD	b4136	4363345	4365042	thiol-disulfide exchange protein DsbD<sub>oxidized</sub> // thiol-disulfide exchange protein DsbD	EG12178
cstA	b0598	629894	631999	pyruvate transporter CstA	EG10167
ygiB	b3037	3179744	3180415	DUF1190 domain-containing protein YgiB	EG11164
cysC	b2750	2873387	2873992	adenylyl-sulfate kinase	EG10185
modB	b0764	795862	796551	molybdate ABC transporter membrane subunit	EG10002
yghS	b2985	3133244	3133957	putative ATP-binding protein YghS	G7551
sufB	b1683	1762522	1764009	Fe-S cluster scaffold complex subunit SufB	G6909
nfrB	b0569	590941	593178	cyclic di-3',5'-guanylate-activated glycosyltransferase	EG11739
rlpA	b0633	664102	665190	rare lipoprotein RlpA	EG10854
sseB	b2522	2654157	2654933	protein SseB	EG11601
yajC	b0407	427287	427619	Sec translocon accessory complex subunit YajC	EG11096
ygcN	b2766	2892657	2893928	putative oxidoreductase with FAD/NAD(P)-binding domain	G7432
cysQ	b4214	4436755	4437495	3'(2'),5'-bisphosphate nucleotidase	EG10043
bamB	b2512	2637474	2638652	outer membrane protein assembly factor BamB	G7320
yfeK	b2419	2537342	2537716	DUF5329 domain-containing protein YfeK	G7260
sufS	b1680	1759303	1760523	L-cysteine desulfurase	G6906
ycjP	b1312	1374090	1374932	putative ABC transporter membrane subunit YcjP	G6650
yeeJ	b1978	2044938	2052014	inverse autotransporter adhesin	G7064
sbp	    b3917	4108834	4109823	sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp	EG10929
fepD	b0590	621185	622189	ferric enterobactin ABC transporter membrane subunit FebD	EG10296
yeaQ	b1795	1879007	1879255	PF04226 family protein YeaQ	G6981
hisQ	b2308	2425230	2425916	lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisQ	EG12125
ssuE	b0937	996937	997512	NADPH-dependent FMN reductase	G6479
ydgK	b1626	1705250	1705690	DUF2569 domain-containing inner membrane protein YdgK	G6870
cysU	b2424	2541679	2542512	sulfate/thiosulfate ABC transporter inner membrane subunit CysU	EG10197
ynjC	b1755	1837212	1838747	putative ABC transporter membrane subunit YnjC	G6950
smrA	b1340	1405979	1406542	DNA endonuclease SmrA	G6672
tauB	b0366	386207	386974	taurine ABC transporter ATP binding subunit	G6218
kdpB	b0697	724988	727036	K<sup>+</sup> transporting P-type ATPase subunit KdpB	EG10514
efeO	b1018	1082243	1083370	ferrous iron transport system protein EfeO	G6527
cysJ	b2764	2890099	2891898	sulfite reductase, flavoprotein subunit	EG10191
ybeX	b0658	690906	691784	CorC-HlyC family protein YbeX	G6361
ybiV	b0822	859213	860028	sugar phosphatase YbiV	G6425
ssuB	b0933	993277	994044	aliphatic sulfonate ABC transporter ATP binding subunit	EG12358
ytfT	b4230	4452571	4453596	galactofuranose ABC transporter putative membrane subunit YtfT	EG12520
fdrA	b0518	546680	548347	putative oxamate carbamoyltransferase FdrA	G6287
cysD	b2752	2875421	2876329	sulfate adenylyltransferase subunit 2	EG10186
yadH	b0128	143702	144472	putative ABC transporter membrane subunit YadH	EG12321
yafV	b0219	239419	240189	2-oxoglutaramate amidase	G6103
ynjE	b1757	1839467	1840774	molybdopterin synthase sulfurtransferase	G6952
eptC	b3955	4148532	4150265	phosphoethanolamine transferase EptC	EG11914
bhsB	b4832	1169303	1169402	small RNA BhsB	G0-17107
yidJ	b3678	3856911	3858404	putative sulfatase/phosphatase YidJ	EG11705
waaL	b3622	3796948	3798207	O-antigen ligase	EG11424
ykfO	b4815	234288	234320	protein YkfO	G0-17090
aslA	b3801	3984352	3986007	putative sulfatase AslA	EG10089
secE	b3981	4177358	4177741	Sec translocon subunit SecE	EG10939
ynfQ	b4724	1638256	1638444	Qin prophage; protein YnfQ	G0-16689
sufD	b1681	1760520	1761791	Fe-S cluster scaffold complex subunit SufD	G6907
proW	b2678	2806010	2807074	glycine betaine ABC transporter membrane subunit ProW	EG10772
yshB	b4686	4053647	4053757	uncharacterized protein YshB	G0-10657
sufA	b1684	1764018	1764386	iron-sulfur cluster insertion protein SufA	EG11378
lsrC	b1514	1603019	1604047	Autoinducer-2 ABC transporter membrane subunit LsrC	G6801
ybdD	b4512	632182	632379	PF04328 family protein YbdD	G0-10438
ydeN	b1498	1580842	1582524	putative sulfatase YdeN	G6788
lolC	b1116	1175427	1176626	lipoprotein release complex - inner membrane subunit	G6573
ycaI	b0913	964320	966584	metallo-&beta;-lactamase superfamily inner membrane protein YcaI	EG12375
cysW	b2423	2540804	2541679	sulfate/thiosulfate ABC transporter inner membrane subunit CysW	EG10198
ampE	b0111	119281	120135	protein AmpE	EG10042
yhjD	b3522	3673362	3674375	putative transporter YhjD	EG12248
tauC	b0367	386971	387798	taurine ABC transporter membrane subunit	G6219
yohD	b2136	2225801	2226379	DedA family protein YohD	EG12017
yhdN	b3293	3439141	3439509	DUF1992 domain-containing protein YhdN	EG11970
cysN	b2751	2873992	2875419	sulfate adenylyltransferase subunit 1	EG10194
hofC	b0106	114522	115724	inner membrane protein HofC	EG11798
yihY	b3886	4076146	4077018	PF03631 family membrane protein YihY	EG11851
cydD	b0887	929196	930962	heme ABC transporter subunit CydD	EG11405
ssb	    b4059	4274125	4274661	ssDNA-binding protein	EG10976
yicH	b3655	3830457	3832166	AsmA family protein YicH	EG11684
yhbX	b3173	3319988	3321613	putative hydrolase YhbX	G7655
xerC	b3811	3996287	3997183	site-specific tyrosine recombinase	EG11069
ytfP	b4222	4447894	4448235	&gamma;-glutamylamine cyclotransferase family protein YtfP	G7876
tcyL	b1918	1997811	1998479	cystine ABC transporter membrane subunit	G7037
xerD	b2894	3038847	3039743	site-specific recombinase	EG11071
rmuC	b3832	4017333	4018760	putative recombination limiting protein RmuC	EG11472
ddpB	b1486	1559907	1560929	putative D,D-dipeptide ABC transporter membrane subunit DdpB	G6780
rusA	b0550	573371	573733	DLP12 prophage; crossover junction endodeoxyribonuclease RusA	G6306
yrfG	b3399	3528669	3529337	purine nucleotidase	G7742
lpxM	b1855	1939222	1940193	Lipid A biosynthesis myristoyltransferase	EG10614
xthA	b1749	1832428	1833234	exodeoxyribonuclease III	EG11073
ychA	b1214	1267320	1268129	transglutaminase-like/TPR repeat-containing protein	EG11251
lpxL	b1054	1115662	1116582	lauroyl acyltransferase	EG10464
mug	    b3068	3214967	3215473	stationary phase mismatch/uracil DNA glycosylase	EG12717
yhbP	b3154	3299472	3299915	putative FMN binding protein YhbP	G7648
yhdY	b3270	3421325	3422428	putative ABC transporter membrane subunit YhdY	EG12836
gph	    b3385	3513631	3514389	phosphoglycolate phosphatase	EG11871
yfcA	b2327	2444751	2445560	putative transporter YfcA	EG11144
dppB	b3543	3704771	3705790	dipeptide ABC transporter membrane subunit DppB	EG12625
ung	    b2580	2716754	2717443	uracil-DNA glycosylase	EG11058
yggU	b2953	3096383	3096673	DUF167 domain-containing protein YggU	G7529
yjfF	b4231	4453583	4454578	galactofuranose ABC transporter putative membrane subunit YjtF	EG12439
nth	    b1633	1711523	1712158	endonuclease III	EG10662
rhsA	b3593	3762183	3766316	rhs element protein RhsA	EG10846
arsB	b3502	3648935	3650224	arsenite/antimonite:H<sup>+</sup> antiporter	EG12236
cas1	b2755	2878855	2879772	multifunctional nuclease Cas1	G7425
ygaM	b2672	2800146	2800475	DUF883 domain-containing protein YgaM	G7400
nikC	b3478	3616182	3617015	nickel ABC transporter membrane subunit NikC	EG12077
tag	    b3549	3713092	3713655	3-methyl-adenine DNA glycosylase I, constitutive	EG10986
yfcZ	b2343	2460650	2460934	DUF406 domain-containing protein YfcZ	G7214
waaH	b3615	3789047	3790081	UDP-glucuronate:LPS(HepIII) glycosyltransferase	EG11266
mutS	b2733	2857093	2859654	DNA mismatch repair protein MutS	EG10625
flhE	b1878	1962580	1962972	flagellar protein FlhE	G7027
yhaH	b3103	3252304	3252669	putative inner membrane protein	G7617
yoaA	b1808	1891325	1893235	ATP-dependent DNA helicase YoaA	G6992
yeaD	b1780	1863850	1864734	putative aldose 1-epimerase YeaD	G6966
lpxP	b2378	2495645	2496565	palmitoleoyl acyltransferase	G7241
mutL	b4170	4397412	4399259	DNA mismatch repair protein MutL	EG11281
ynfA	b1582	1655347	1655673	putative transporter YnfA	G6840
sbmA	b0377	396639	397859	peptide antibiotic/peptide nucleic acid transporter	EG10928
nei	    b0714	745935	746726	endonuclease VIII	G6383
ycjQ	b1313	1374963	1376015	D-guloside 3-dehydrogenase	G6651
ydcV	b1443	1514762	1515556	putative ABC transporter membrane subunit YdcV	G6754
recF	b3700	3880148	3881221	recombination mediator protein RecF	EG10828
gfcD	b0984	1045849	1047945	putative lipoprotein GfcD	G6505
ybhS	b0793	826119	827252	ABC exporter membrane subunit YbhS	G6410
alkB	b2212	2308691	2309341	DNA oxidative demethylase	EG10037
ybhN	b0788	821542	822498	PF03706 family inner membrane protein YbhN	G6405
cydH	b4602	1737456	1737545	cytochrome <i>bd</i>-I accessory subunit CydH	G0-10594
ybaZ	b0454	475982	476371	DNA base-flipping protein	G6251
ybaP	b0482	507286	508080	TraB family protein YbaP	G6258
mlaE	b3194	3338466	3339248	intermembrane phospholipid transport system, integral membrane subunit MlaE	EG12800
uvrA	b4058	4271049	4273871	UvrABC excision nuclease subunit A	EG11061
dgd				D-galactose 1-dehydrogenase	G26
yddA	b1496	1577657	1579342	ABC transporter family protein YddA	EG11742
phr	    b0708	739507	740925	deoxyribodipyrimidine photolyase	EG10736
uhpU	b4829	3845730	3845995	small RNA UhpU	G0-17104
fxsA	b4140	4368664	4369140	protein FxsA	G7832
ruvA	b1861	1945365	1945976	Holliday junction branch migration complex subunit RuvA	RUVA
timP	b4812	2654001	2654126	putative toxic protein TimP	G0-17087
yqiK	b3051	3192864	3194525	flotillin family inner membrane protein YqiK	G7589
mfd	    b1114	1170518	1173964	transcription-repair coupling factor	EG11619
ytiC	b4720	4556574	4556675	protein YtiC	G0-16686
tolA	b0739	776342	777607	Tol-Pal system protein TolA	EG11007
mutY	b2961	3103013	3104065	adenine DNA glycosylase	EG10627
yoaK	b4676	1878773	1878871	uncharacterized membrane protein YoaK	G0-10649
ydgC	b1607	1681695	1682030	GlpM family protein	G6863
radA	b4389	4625912	4627294	DNA recombination protein	EG11296
opgD	b1424	1496856	1498511	glucans biosynthesis protein D	EG12859
yhhQ	b3471	3609217	3609882	queuosine precursor transporter	EG12217
recR	b0472	494405	495010	recombination mediator protein RecR	EG10834
yaeI	b0164	184257	185069	phosphodiesterase YaeI	EG12337
kdpC	b0696	724407	724979	K<sup>+</sup> transporting P-type ATPase subunit KdpC	EG10515
ligA	b2411	2528161	2530176	DNA ligase	EG10534
yhhL	b3466	3604979	3605248	DUF1145 domain-containing protein YhhL	EG12212
fecC	b4289	4512411	4513409	ferric citrate ABC transporter membrane subunit FecC	EG10288
dinI	b1061	1121242	1121487	DNA damage-inducible protein I	G6558
yjcH	b4068	4284899	4285213	DUF485 domain-containing inner membrane protein YjcH	EG11943
mgtA	b4242	4467625	4470321	Mg<sup>2+</sup> importing P-type ATPase	EG12525
dinD	b3645	3817760	3818584	DNA damage-inducible protein D	EG11193
yddE	b1464	1534965	1535858	PF02567 family protein YddE	EG11825
secG	b3175	3322173	3322505	Sec translocon subunit SecG	EG12095
recN	b2616	2751795	2753456	DNA repair protein RecN	EG10831
smf	    b4473	3432436	3433560	protein Smf	EG11604
yejB	b2178	2274179	2275273	putative oligopeptide ABC transporter membrane subunit YejB	EG12038
ybcN	b0547	572466	572921	DLP12 prophage; DNA base-flipping protein	G6303
yjfM	b4185	4412387	4413025	DUF1190 domain-containing protein YjfM	G7850
secF	b0409	429505	430476	Sec translocon accessory complex subunit SecF	EG10940
vsr	    b1960	2030448	2030918	DNA mismatch endonuclease Vsr	EG11068
argK	b2918	3062987	3063982	methylmalonyl-CoA mutase-interacting GTPase YgfD	EG11445
mdtA	b2074	2154016	2155263	multidrug efflux pump membrane fusion protein MdtA	G7113
ruvB	b1860	1944346	1945356	Holliday junction branch migration complex subunit RuvB	RUVB
yhfW	b3380	3508587	3509813	putative mutase YhfW	G7732
lsrD	b1515	1604047	1605039	Autoinducer-2 ABC transporter membrane subunit LsrD	G6802
yebG	b1848	1930457	1930747	DNA damage-inducible protein YebG	EG11808
yigA	b3810	3995583	3996290	DUF484 domain-containing protein YigA	EG11201
lolE	b1118	1177320	1178564	lipoprotein release complex - inner membrane subunit	G6575
nfo	    b2159	2250840	2251697	endonuclease IV	EG10651
yqjG	b3102	3251024	3252010	glutathionyl-hydroquinone reductase YqjG	G7616
macB	b0879	920347	922293	ABC-type tripartite efflux pump ATP binding/membrane subunit	G6462
yegP	b2080	2165189	2165521	DUF1508 domain-containing protein YegP	G7117
ydjA	b1765	1848125	1848676	putative oxidoreductase YdjA	EG11134
bamA	b0177	197928	200360	outer membrane protein assembly factor BamA	G6093
ruvC	b1863	1946855	1947376	crossover junction endodeoxyribonuclease RuvC	EG10925
ygfM	b2880	3020540	3021319	putative oxidoreductase	G7499
era	    b2566	2702481	2703386	30S ribosomal subunit maturation GTPase Era	EG10270
mutH	b2831	2969662	2970351	DNA mismatch repair protein MutH	EG10624
gor	    b3500	3646299	3647651	glutathione reductase (NADPH)	EG10412
yfiF	b2581	2717491	2718528	putative methyltransferase YfiF	EG11786
cho	    b1741	1823515	1824402	excinuclease Cho	G6937
ypjA	b2647	2778146	2782726	adhesin-like autotransporter YpjA	G7382
dicB	b1575	1649609	1649797	Qin prophage; cell division inhibition protein DicB	EG10227
alkA	b2068	2146692	2147540	DNA-3-methyladenine glycosylase 2	EG11222
yfbU	b2294	2412100	2412594	PF03887 family protein YfbU	G7188
digH	b1491	1567504	1568823	divisome localized glycosyl hydrolase	G6785
recO	b2565	2701741	2702469	recombination mediator protein RecO	EG10832
yebZ	b1840	1923719	1924591	CopD family protein	G7013
ftsW	b0089	98403	99647	peptidoglycan glycosyltransferase FtsW	EG10344
mutM	b3635	3810343	3811152	DNA-formamidopyrimidine glycosylase	EG10329
ynjA	b1753	1835515	1836063	AhpD-like domain-containing protein YnjA	G6948
mukB	b0924	976326	980786	chromosome partitioning protein MukB	EG10618
uvrD	b3813	3997983	4000145	DNA helicase II	EG11064
yneE	b1520	1608108	1609022	PF01062 family inner membrane protein YneE	G6807
ftsE	b3463	3602079	3602747	cell division protein FtsE	EG10340
parC	b3019	3163715	3165973	DNA topoisomerase IV subunit A	EG10686
ycgV	b1202	1253085	1255952	putative autotransporter adhesin YcgV	G6629
zapA	b2910	3055612	3055941	cell division protein ZapA	EG12878
diaA	b3149	3295809	3296399	DnaA initiator-associating protein DiaA	EG12780
yccF	b0961	1023902	1024348	PF03733 family inner membrane protein YccF	G6496
zapD	b0102	111856	112599	cell division factor ZapD	EG12313
tus	    b1610	1684259	1685188	DNA replication terminus site-binding protein	EG11038
ybgS	b0753	784937	785317	PF13985 family protein YbgS	G6394
slmA	b3641	3814494	3815090	nucleoid occlusion factor SlmA	EG11191
gyrA	b2231	2336793	2339420	DNA gyrase subunit A	EG10423
yajQ	b0426	444683	445174	nucleotide binding protein YajQ	G6240
minD	b1175	1224549	1225361	Z-ring positioning protein MinD	EG10597
rdgC	b0393	409108	410019	nucleoid-associated protein RdgC	EG12158
yjdP	b4487	4313868	4314197	protein YjdP	G0-9541
ftsB	b2748	2872509	2872820	cell division protein FtsB	G7424
holB	b1099	1155762	1156766	DNA polymerase III subunit &delta;'	EG11500
flgO	b4826	1140986	1141063	small RNA FlgO	G0-17101
nlpD	b2742	2867614	2868753	murein hydrolase activator NlpD	EG12111
recG	b3652	3825210	3827291	ATP-dependent DNA helicase RecG	EG10829
raiZ	b4805	2737381	2737542	small RNA RaiZ	G0-17078
zapB	b3928	4118515	4118760	cell division factor ZapB	EG11878
dnaE	b0184	205126	208608	DNA polymerase III subunit &alpha;	EG10238
3'ETS-<i>leuZ</i>	b4759	1991748	1991814	small regulatory RNA 3'ETS<sup><i>leuZ</i></sup>	G0-16636
prlF	b3129	3277002	3277337	antitoxin PrlF	EG10955
holA	b0640	670574	671605	DNA polymerase III subunit &delta;	EG11412
ymjD	b4673	1390868	1390933	uncharacterized protein YmjD	G0-10645
ftsX	b3462	3601028	3602086	cell division protein FtsX	EG10345
priA	b3935	4124612	4126810	primosomal protein N'	EG10763
ybaN	b0468	490882	491259	DUF454 domain-containing inner membrane protein YbaN	EG12843
zapC	b0946	1005952	1006494	cell division protein ZapC	G6486
parE	b3030	3173504	3175396	DNA topoisomerase IV subunit B	EG10687
rpnE	b2244	2356904	2357803	inactive recombination-promoting nuclease-like protein RpnE	EG12323
ftsP	b3017	3161257	3162669	cell division protein FtsP	EG11376
dinB	b0231	250898	251953	DNA polymerase IV	G6115
ydcF	b1414	1487235	1488035	DUF218 domain-containing protein YdcF	EG12110
zapE	b3232	3378870	3379997	cell division protein ZapE	G7680
umuC	b1184	1231186	1232454	DNA polymerase V catalytic protein	EG11056
yjcB	b4060	4274760	4275041	uncharacterized protein YjcB	EG11937
nlpI	b3163	3308040	3308924	lipoprotein NlpI	EG12371
gyrB	b3699	3877705	3880119	DNA gyrase subunit B	EG10424
ybfE	b0685	711605	711898	ribbon-helix-helix domain-containing protein YbfE	EG11775
yihA	b3865	4050133	4050765	GTP-binding protein YihA	EG11203
seqA	b0687	712987	713532	negative modulator of initiation of replication	EG12197
yabI	b0065	71351	72115	DedA family protein YabI	EG11571
minE	b1174	1224279	1224545	Z-ring positioning protein MinE	EG10598
dnaT	b4362	4600978	4601517	primosomal protein DnaT	EG10244
yjeT	b4176	4404386	4404583	DUF2065 domain-containing protein YjeT	G7844
ftsL	b0083	91032	91397	cell division protein FtsL	EG11086
holE	b1842	1925108	1925338	DNA polymerase III subunit &theta;	EG11505
elbB	b3209	3349806	3350459	low activity glyoxalase ElbB	EG11383
drpB	b1963	2033119	2033421	cell division protein DrpB	G7051
recQ	b3822	4005864	4007693	ATP-dependent DNA helicase RecQ	EG10833
yrdD	b3283	3431420	3431962	putative DNA topoisomerase	G7699
ftsN	b3933	4122380	4123339	cell division protein FtsN	EG11529
dnaG	b3066	3211107	3212852	DNA primase	EG10239
htrL	b3618	3792826	3793683	protein HtrL	EG11188
ftsQ	b0093	103155	103985	cell division protein FtsQ	EG10342
holC	b4259	4483837	4484280	DNA polymerase III subunit &chi;	EG11413
yqjD	b3098	3249375	3249680	ribosome- and membrane-associated DUF883 domain-containing protein YqjD	G7612
ymgF	b4520	1218983	1219201	inner membrane protein YmgF	G0-10261
priB	b4201	4425520	4425834	primosomal replication protein N	EG10764
yciE	b1257	1314718	1315224	DUF892 domain-containing protein YciE	EG11125
ftsA	b0094	103982	105244	cell division protein FtsA	EG10339
dnaB	b4052	4264314	4265729	replicative DNA helicase	EG10236
yqeC	b2876	3014287	3015057	uncharacterized protein YqeC	G7495
ytfB	b4206	4428079	4428717	cell division protein YtfB	G7864
mioC	b3742	3926012	3926455	flavoprotein MioC	EG11199
ygdR	b2833	2971271	2971489	DUF903 domain-containing lipoprotein YgdR	G7461
matP	b0956	1018485	1018937	macrodomain Ter protein	EG12855
polA	b3863	4046966	4049752	DNA polymerase I	EG10746
aroM	b0390	407428	408105	protein AroM	EG10083
dedD	b2314	2431022	2431684	cell division protein DedD	EG10218
rarA	b0892	937994	939337	replication-associated recombination protein A	EG12690
yfgM	b2513	2638663	2639283	ancillary SecYEG translocon subunit	G7321
dolP	b3150	3296409	3296984	division and outer membrane stress-associated lipid-binding lipoprotein	G7644
dnaX	b0470	492092	494023	DNA polymerase III subunit &gamma; // DNA polymerase III subunit &tau;	EG10245
elaB	b2266	2380722	2381027	tail-anchored inner membrane protein ElaB	G7173
envC	b3613	3786838	3788097	murein hydrolase activator EnvC	EG12297
sbmC	b2009	2080789	2081262	DNA gyrase inhibitor	EG11892
yoaE	b1816	1900029	1901585	TerC family inner membrane protein YoaE	G6997
damX	b3388	3516020	3517306	cell division protein DamX	EG11183
rep	    b3778	3960677	3962698	ATP-dependent DNA helicase Rep	EG10837
ydiK	b1688	1769074	1770186	putative transporter YdiK	G6914
minC	b1176	1225385	1226080	Z-ring positioning protein MinC	EG10596
dnaN	b3701	3881221	3882321	&beta; sliding clamp	EG10242
yncE	b1452	1523307	1524368	PQQ-like domain-containing protein YncE	G6763
zipA	b2412	2530247	2531233	cell division protein ZipA	G7258
holD	b4372	4607803	4608216	DNA polymerase III subunit &psi;	EG11414
pdeG	b1168	1217328	1218851	putative cyclic di-GMP phosphodiesterase PdeG	G6608
ftsZ	b0095	105305	106456	cell division protein FtsZ	EG10347
priC	b0467	490285	490812	primosomal replication protein N''	EG10765
ycaQ	b0916	969389	970621	interstrand DNA crosslink repair glycosylase	G6471
yqhD	b3011	3155355	3156518	NADPH-dependent aldehyde reductase YqhD	G7564
dnaC	b4361	4600238	4600975	DNA replication protein DnaC	EG10237
ybeZ	b0660	692338	693378	PhoH-like protein	G6363
ygaP	b2668	2797520	2798044	thiosulfate sulfurtransferase YgaP	G7398
polB	b0060	63429	65780	DNA polymerase II	EG10747
yaiL	b0354	376772	377311	DUF2058 domain-containing protein YaiL	G6207
zraP	b4002	4201263	4201688	signaling pathway modulator ZraP	EG11918
sbcC	b0397	412607	415753	ATP-dependent structure-specific DNA nuclease - SbcC subunit	EG10927
asphoP	b4843	1190165	1190508	small antisense RNA AsphoP	G0-17124
rclA	b0304	318676	320001	cupric reductase RclA	G6174
recE	b1350	1414786	1417386	Rac prophage; exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific	EG10827
ytiE	b4823	4568692	4568727	protein YtiE	G0-17097
yhbQ	b3155	3299966	3300268	DNA damage response nuclease YhbQ	G7649
ybhP	b0790	823736	824497	endonuclease/exonuclease/phosphatase domain-containing protein YbhP	G6407
naRNA5		    4325905	4325981	naRNA5	G0-16698
radD	b2184	2280632	2282392	putative DNA repair helicase RadD	EG12045
recB	b2820	2952461	2956003	exodeoxyribonuclease V subunit RecB	EG10824
nc1		    297137	297304	small noncoding RNA involved in nucleoid organization	G0-10738
yedK	b1931	2009821	2010489	genome maintenance protein	EG11662
sbcD	b0398	415750	416952	ATP-dependent structure-specific DNA nuclease - SbcD subunit	EG11094
ydgU	b4601	1671777	1671860	uncharacterized protein YdgU	G0-10593
rclC	b0301	317726	318319	DUF417 domain-containing inner membrane protein RclC	G6171
uvrB	b0779	813526	815547	UvrABC excision nuclease subunit B	EG11062
yggN	b2958	3100904	3101623	DUF2884 domain-containing protein YggN	EG12705
crcB	b0624	657555	657938	F<sup>-</sup> channel	EG12209
recJ	b2892	3036373	3038106	ssDNA-specific exonuclease RecJ	EG10830
yiaV	b3586	3752963	3754099	putative membrane fusion protein YiaV	EG12290
yfhM	b2520	2647326	2652287	&alpha;<sub>2</sub>-macroglobulin	G7323
exoX	b1844	1926120	1926782	exonuclease X	G7016
yfiH	b2593	2734303	2735034	purine nucleoside phosphorylase YfiH	EG12097
cbrA	b3690	3869377	3870441	colicin M resistance protein	EG11714
recC	b2822	2959060	2962428	exodeoxyribonuclease V subunit RecC	EG10825
yjbD	b4023	4231359	4231631	DUF3811 domain-containing protein YjbD	EG11922
pliG	b1178	1227071	1227472	inhibitor of g-type lysozyme	G6615
xseB	b0422	441101	441343	exodeoxyribonuclease VII subunit XseB	EG11098
efeB	b1019	1083376	1084647	heme-containing peroxidase/deferrochelatase	EG11735
rclB	b0303	318331	318567	DUF1471 domain-containing protein RclB	G6173
uvrC	b1913	1992874	1994706	UvrABC excision nuclease subunit C	EG11063
wrbA	b1004	1067112	1067708	NAD(P)H:quinone oxidoreductase	EG11540
iroK	b4706	2668006	2668071	protein IroK	G0-10716
sbcB	b2011	2082756	2084183	exodeoxyribonuclease I	EG10926
yjeJ	b4145	4373365	4374234	protein YjeJ	G7835
recD	b2819	2950635	2952461	exodeoxyribonuclease V subunit RecD	EG10826
msyB	b1051	1113807	1114181	acidic protein MsyB	EG11338
nfi	    b3998	4198790	4199461	endonuclease V	EG11915
yhdT	b3257	3407375	3407617	DUF997 domain-containing protein YhdT	G7693
endA	b2945	3090347	3091054	DNA-specific endonuclease I	EG11336
yhfA	b3356	3485414	3485818	OsmC family protein YhfA	EG11182
xseA	b2509	2634232	2635602	exodeoxyribonuclease VII subunit XseA	EG11072
ygjQ	b3086	3236540	3237232	DUF218 domain-containing protein YgjQ	G7605
cdgI	b1785	1870385	1871860	putative c-di-GMP binding protein CdgI	G6971
mcrB	b4346	4577958	4579337	McrB<sub>S</sub> // Type IV methyl-directed restriction enzyme EcoKMcrB subunit	EG10574
yceB	b1063	1122713	1123273	putative lipid-binding lipoprotein YceB	EG11117
fliF	b1938	2013229	2014887	flagellar basal-body MS-ring and collar protein	EG11347
mcrC	b4345	4576912	4577958	Type IV methyl-directed restriction enzyme EcoKMcrBC subunit	EG10575
ybaA	b0456	476672	477025	DUF1428 domain-containing protein YbaA	EG11099
dgcE	b2067	2143266	2146583	putative diguanylate cyclase DgcE	EG12396
hsdR	b4350	4583249	4586761	type I restriction enzyme EcoKI endonuclease subunit	EG10459
queE	b2777	2904747	2905418	putative 7-carboxy-7-deazaguanine synthase QueE	G7443
malE	b4034	4245229	4246419	maltose ABC transporter periplasmic binding protein	EG10554
rpoC	b3988	4185350	4189573	RNA polymerase subunit &beta;'	EG10895
ypfJ	b2475	2595874	2596737	uncharacterized protein YpfJ	G7298
dgcJ	b1786	1872041	1873531	diguanylate cyclase DgcJ	G6972
rhoL	b3782	3966231	3966332	<i>rho</i> operon leader peptide	EG12428
yfaY	b2249	2362431	2363633	IPR008135 CinA family protein YfaY	G7162
fliL	b1944	2019618	2020082	flagellar protein FliL	EG10322
nusG	b3982	4177743	4178288	transcription termination/antitermination factor NusG	EG10667
yoaB	b1809	1893367	1893711	RutC family protein YoaB	G6993
